Dates,logret_rep,logret_dem,SPX Index,Party
3/7/88,0.002043299,-0.003336771,0.000299244,0
3/8/88,0.009707889,0.009738272,0.007637749,0
3/9/88,-0.003877353,-0.00229364,-0.001374213,0
3/10/88,-0.021272615,-0.0159026,-0.019591544,0
3/11/88,0.017251518,0.001268157,0.004160526,0
3/14/88,-0.004279391,0.000612294,0.005382934,0
3/15/88,-0.007449523,0.000803156,-0.000901409,0
3/16/88,-4.57E-06,0.005878464,0.009424506,0
3/17/88,0.023040433,0.007163899,0.009520882,0
3/18/88,0.003059516,0.001362352,-0.000368772,0
3/21/88,-0.009512975,-0.013687557,-0.008817158,0
3/22/88,-0.002681376,0.008573055,0.000372038,0
3/23/88,0.016962679,0.004328488,0.000260344,0
3/24/88,-0.027366507,-0.018695492,-0.020892805,0
3/25/88,-0.016609792,-0.014881115,-0.018549568,0
3/28/88,-0.014082813,-0.012845969,-0.001742262,0
3/29/88,0.006676427,0.007744705,0.00775871,0
3/30/88,-0.00613858,-0.003935638,-0.00771996,0
3/31/88,0.011439489,0.003332068,0.003172395,0
4/1/88,0,0,0,0
4/4/88,-0.025654316,-0.009872406,-0.010874316,0
4/5/88,0.004286674,0.010061336,0.009405433,0
4/6/88,0.035427853,0.027225282,0.026642797,0
4/7/88,0.003681787,-0.007627992,0.002520457,0
4/8/88,0.02301366,0.013934142,0.012210985,0
4/11/88,0.001687006,0.009591239,0.00270576,0
4/12/88,0.019323895,-0.002425687,0.004468827,0
4/13/88,-0.00255591,0.001278086,0.00073673,0
4/14/88,-0.055351383,-0.047925743,-0.044500303,0
4/15/88,-0.003128848,0.000455664,7.70E-05,0
4/18/88,0.001742243,-0.010058119,-0.00215808,0
4/19/88,-0.01247753,0.002459329,-0.004989085,0
4/20/88,-0.007571882,-0.012986052,-0.006964331,0
4/21/88,-0.002984245,0.004421844,0.001131597,0
4/22/88,0.014089041,0.020312076,0.014403223,0
4/25/88,0.004411965,0.00398371,0.008878742,0
4/26/88,0.005926727,0.00196483,0.005585227,0
4/27/88,-0.003374037,0.003326955,-0.000492676,0
4/28/88,-0.003112872,-0.004390226,-0.004521198,0
4/29/88,-0.002811721,-0.006545315,-0.004886065,0
5/2/88,-0.00437939,0.00336769,0.000879726,0
5/3/88,0.000648896,0.004102204,0.005490329,0
5/4/88,-0.00040629,-0.007574734,-0.010242389,0
5/5/88,0.002148506,-0.006981093,-0.005894721,0
5/6/88,-0.001056761,-0.009497293,-0.005074875,0
5/9/88,-0.005050749,0.000953496,-0.003657449,0
5/10/88,-0.00167944,0.010263828,0.004201033,0
5/11/88,-0.019562095,-0.015614685,-0.016871596,0
5/12/88,0.004595496,0.00342032,0.002129506,0
5/13/88,0.00427947,0.008301293,0.011476146,0
5/16/88,0.004150412,0.010325147,0.007488056,0
5/17/88,-0.005436801,-0.007699602,-0.012915955,0
5/18/88,-0.014064152,-0.020790318,-0.015945398,0
5/19/88,0.00543451,-0.003854476,0.004842048,0
5/20/88,-0.001420347,0.004048919,0.001780099,0
5/23/88,-0.008544912,-0.015440137,-0.008693118,0
5/24/88,0.006441732,0.003335505,0.010627851,0
5/25/88,-0.002945704,-0.002461825,0.000985668,0
5/26/88,0.013665289,0.000408713,0.003422573,0
5/27/88,-0.003810587,-0.001765755,-0.00476332,0
5/30/88,0,0,0,0
5/31/88,0.036039814,0.040939049,0.033906813,0
6/1/88,0.024342639,0.01724198,0.017131931,0
6/2/88,-0.005416892,-0.004841615,-0.005112601,0
6/3/88,-0.001561224,-4.94E-05,0.004212274,0
6/6/88,0.010664439,-0.001606692,0.002249298,0
6/7/88,-0.010867963,-0.007801206,-0.007064777,0
6/8/88,0.020445173,0.021842558,0.023664672,0
6/9/88,0.001152742,-0.002591087,-0.004873376,0
6/10/88,0.010907821,0.008574611,0.003915345,0
6/13/88,-0.010980781,0.000508103,0.000626509,0
6/14/88,0.010321638,0.011446532,0.010518119,0
6/15/88,0.00394449,-0.001686752,0.000546697,0
6/16/88,-0.020402885,-0.016754098,-0.017199351,0
6/17/88,-0.002653741,0.01079997,0.003367567,0
6/20/88,-0.006661234,-0.007191444,-0.006449005,0
6/21/88,0.003147323,0.008977451,0.010099788,0
6/22/88,0.011095233,0.012548073,0.014580128,0
6/23/88,-0.000342761,-0.004130266,-0.003051884,0
6/24/88,-0.003942423,-0.002595705,-0.003791474,0
6/27/88,-0.019695747,-0.020129193,-0.017390461,0
6/28/88,0.010013803,0.012381112,0.01200672,0
6/29/88,-0.005369379,-0.002540027,-0.004896106,0
6/30/88,0.00025456,0.007001968,0.009256604,0
7/1/88,-0.004579049,-0.002138895,-0.006308706,0
7/4/88,0,0,0,0
7/5/88,0.027983793,0.019423395,0.014719307,0
7/6/88,-0.012838382,-0.011753498,-0.01383663,0
7/7/88,-0.003460534,0.00146338,-0.000882678,0
7/8/88,-0.008467031,-0.013025602,-0.006496885,0
7/11/88,0.000391545,-0.00210177,0.001960894,0
7/12/88,-0.014639153,-0.010367449,-0.010029802,0
7/13/88,0.004063912,0.002558739,0.005473141,0
7/14/88,0.008766974,0.007542528,0.003484195,0
7/15/88,0.010394368,0.004660941,0.006601414,0
7/18/88,0.008061277,-0.007492132,-0.005676807,0
7/19/88,-0.01304171,-0.005454279,-0.00756989,0
7/20/88,0.011526038,0.003433142,0.005682783,0
7/21/88,-0.01312034,-0.013178465,-0.01244752,0
7/22/88,-0.010225991,-0.012313638,-0.011921071,0
7/25/88,-0.002135994,-0.002811566,0.004468181,0
7/26/88,-0.000624781,0.009083626,0.001925001,0
7/27/88,-0.005422636,-0.010627653,-0.010195468,0
7/28/88,0.012193645,0.011799097,0.013320412,0
7/29/88,0.019207307,0.020570748,0.022304099,0
8/1/88,0.007107482,0.004127461,0.000698234,0
8/2/88,-0.001986583,-0.008576929,-0.000551197,0
8/3/88,0.011726482,-0.000806083,0.003375902,0
8/4/88,-0.006003661,-0.002574233,-0.003853852,0
8/5/88,-0.005365709,-0.00241133,-0.002872507,0
8/8/88,-0.005717802,-0.006619724,-0.004324291,0
8/9/88,-0.007286033,-0.011264431,-0.013011163,0
8/10/88,-0.01570843,-0.014091635,-0.017373968,0
8/11/88,0.003233661,-0.001148009,0.003240258,0
8/12/88,0.007841487,-0.000451894,-0.00076147,0
8/15/88,-0.024904377,-0.009564378,-0.014811106,0
8/16/88,0.013445272,0.006523205,0.007202727,0
8/17/88,0.006894682,0.002352622,0.000805632,0
8/18/88,-0.001631688,-0.007319322,0.00099655,0
8/19/88,-0.002687438,-0.000372369,-0.003031061,0
8/22/88,-0.012925362,-0.014889138,-0.012606021,0
8/23/88,-0.002683538,-0.007680624,0.000427957,0
8/24/88,0.014400481,0.011040912,0.015592149,0
8/25/88,-0.013949796,-0.009712664,-0.007495567,0
8/26/88,0.013650375,-0.001310747,0.001927303,0
8/29/88,0.009539029,0.01076213,0.010153149,0
8/30/88,-0.002050557,0.003086839,0.000685923,0
8/31/88,-0.000709996,-0.004500015,-0.003778414,0
9/1/88,-0.015912291,-0.007896055,-0.012195508,0
9/2/88,0.022500819,0.020060291,0.023450379,0
9/5/88,0,0,0,0
9/6/88,0.005087829,0.01315703,0.004188132,0
9/7/88,-0.006560203,0.006784815,0.001053701,0
9/8/88,-0.005429282,0.002363489,3.76E-05,0
9/9/88,-0.000410246,0.003954498,0.003604149,0
9/12/88,0.01512909,0.007621501,-0.001387561,0
9/13/88,-0.000655199,0.005122546,0.003596183,0
9/14/88,0.012313155,0.012774709,0.007005283,0
9/15/88,-0.002071771,-0.005557479,-0.004391195,0
9/16/88,0.005361932,0.012645035,0.009354536,0
9/19/88,-0.008595057,0.007646298,-0.006784463,0
9/20/88,0.002599265,0.002980241,0.003379448,0
9/21/88,-0.001158308,-0.000508324,0.001592917,0
9/22/88,-0.00510595,-0.001279756,-0.003634075,0
9/23/88,0.003220251,0.001699785,0.002152374,0
9/26/88,-0.008297448,-0.002052333,-0.003267491,0
9/27/88,-0.00423314,-0.003969136,-0.002308524,0
9/28/88,0.007739376,0.003610584,0.003052074,0
9/29/88,0.014227311,0.016432568,0.012960102,0
9/30/88,-0.012593677,-0.003759769,-0.002497706,0
10/3/88,-0.01205201,0.001907003,-0.001951076,0
10/4/88,0.000760016,-0.003092378,-0.00280443,0
10/5/88,0.003253383,0.007816978,0.004571605,0
10/6/88,0.005000329,0.007402129,0.001947635,0
10/7/88,0.019074844,0.020812849,0.020638018,0
10/10/88,0.013334501,0.005814589,0.00061117,0
10/11/88,-0.002637509,-0.008138468,-0.001114767,0
10/12/88,0.002263612,-0.01869553,-0.014314172,0
10/13/88,-0.004882236,0.003172214,0.004515667,0
10/14/88,-0.000846984,0.001975721,0.001016851,0
10/17/88,-0.002284037,0.005342866,0.003297642,0
10/18/88,0.005771361,0.010402315,0.010687592,0
10/19/88,-0.005502731,-0.010067784,-0.008663665,0
10/20/88,0.013648771,0.015346606,0.021113582,0
10/21/88,-0.000363144,-0.004311244,0.002753558,0
10/24/88,-0.000256547,-0.011295302,-0.004876852,0
10/25/88,-0.001825438,0.000330098,0.000354195,0
10/26/88,-0.00556779,-0.008977937,-0.003547613,0
10/27/88,-0.017161963,-0.008245806,-0.014678243,0
10/28/88,0.005864261,-0.00953993,0.004497948,0
10/31/88,-0.002694119,0.002714543,0.001578476,0
11/1/88,0.000909948,-0.00090573,0.000322563,0
11/2/88,0.002499164,-0.004958818,0,0
11/3/88,0.000471779,-0.00029371,0.000501558,0
11/4/88,-0.009752365,-0.004154073,-0.010404947,0
11/7/88,-0.014888659,-0.006916825,-0.008650825,0
11/8/88,0.004557015,0.00887046,0.004443804,0
11/9/88,0.000363991,-0.004750741,-0.006636547,0
11/10/88,-0.002470452,0.003193323,0.001316223,0
11/11/88,-0.022193487,-0.019825133,-0.021307651,0
11/14/88,-0.003267062,0.005075034,-0.00074677,0
11/15/88,0.00232727,0.007335714,0.002313175,0
11/16/88,-0.01318069,-0.012253103,-0.016987781,0
11/17/88,0.00769828,0.005581934,0.002952199,0
11/18/88,0.004067885,0.00239118,0.007042415,0
11/21/88,-0.010719272,-0.007783577,-0.000938632,0
11/22/88,0.004665686,0.000317171,0.003711831,0
11/23/88,0.009865436,0.00657671,0.006676513,0
11/24/88,0,0,0,0
11/25/88,0.005442204,-0.006083737,-0.006601669,0
11/28/88,0.003968819,0.000808469,0.005262483,0
11/29/88,0.013360551,0.010704566,0.008414469,0
11/30/88,0.005568371,0.001107021,0.010245954,0
12/1/88,-0.002543932,-0.000754216,-0.0044307,0
12/2/88,-0.004208723,0.000458016,-0.002498623,0
12/5/88,0.005260182,-0.003906757,0.011413227,0
12/6/88,0.018262589,0.020449338,0.009628685,0
12/7/88,0.000576244,-0.000707639,0.001943425,0
12/8/88,-0.006867897,-0.002423011,-0.005624677,0
12/9/88,0.003186787,0.009524243,0.00166185,0
12/12/88,-0.004428105,-0.004632962,-0.001842652,0
12/13/88,-0.004565639,0.001805718,-0.000759727,0
12/14/88,-0.005641533,-0.006365421,-0.003625688,0
12/15/88,0.00055786,-0.007536147,-0.003748253,0
12/16/88,-0.02957869,0.005554656,0.007301556,0
12/19/88,0.007351408,0.007656091,0.00943811,0
12/20/88,-0.00391137,-0.003004243,-0.00517633,0
12/21/88,-0.004361688,0.000318203,-0.000324412,0
12/22/88,-0.006543278,0.005665654,-0.001840325,0
12/23/88,0.002801176,0.001477422,0.003605296,0
12/26/88,0,0,0,0
12/27/88,-0.00460099,-0.003984583,-0.003749779,0
12/28/88,0.002226439,-0.003930673,0.000902674,0
12/29/88,0.004274497,0.008965016,0.008338174,0
12/30/88,-0.006480387,-0.004679559,-0.006031035,0
1/2/89,0,0,0,0
1/3/89,-0.004302968,-0.012904203,-0.008715676,0
1/4/89,0.020391305,0.015590219,0.014854079,0
1/5/89,0.008235009,0.002855189,0.002073503,0
1/6/89,0.008009948,-0.000172918,0.002354285,0
1/9/89,0.002375469,-0.000872304,0.00110389,0
1/10/89,-0.00255714,-0.001739038,-0.002137666,0
1/11/89,0.013308433,0.008051703,0.005796705,0
1/12/89,0.003275999,0.010944346,0.004104893,0
1/13/89,0.003575896,0.005295105,0.002468963,0
1/16/89,-0.000273254,-0.006079121,0.000950688,0
1/17/89,-0.001285315,-0.000196967,-0.0020786,0
1/18/89,0.00798523,0.010484931,0.010454768,0
1/19/89,-0.00019504,0.007059779,0.00129048,0
1/20/89,0.00238949,-0.006582699,-0.000941538,0
1/23/89,-0.015637792,-0.001110482,-0.007458932,0
1/24/89,0.019296977,0.007398593,0.01392717,0
1/25/89,2.91E-05,-0.000966103,0.002250577,0
1/26/89,0.00594599,0.005510288,0.008780595,0
1/27/89,0.015161998,0.007644181,0.00727574,0
1/30/89,0.002485362,0.004742874,0.003974123,0
1/31/89,0.004903941,0.010501016,0.008371922,0
2/1/89,-0.00204208,0.001605631,-0.001278256,0
2/2/89,-0.002277594,0.005787128,-0.00084185,0
2/3/89,0.002912489,0.008482398,0.00043785,0
2/6/89,-0.007845847,-0.004056563,-0.003136543,0
2/7/89,0.011718578,0.015915749,0.0120538,0
2/8/89,0.000267454,-0.001760424,-0.003276061,0
2/9/89,-0.004780401,-0.007291639,-0.008710183,0
2/10/89,-0.015784919,-0.017410614,-0.013739843,0
2/13/89,-0.002718387,-0.003482605,0.001779116,0
2/14/89,0.001766032,0.001514274,-0.002498504,0
2/15/89,0.010501702,0.002759006,0.008292855,0
2/16/89,0.008289697,0.004309595,0.00193532,0
2/17/89,0.009444418,0.003444944,0.00659265,0
2/20/89,0,0,0,0
2/21/89,0.000240987,-0.005124608,-0.002631847,0
2/22/89,-0.020789645,-0.013857155,-0.017277943,0
2/23/89,0.007015678,0.005777464,0.00391108,0
2/24/89,-0.021776747,-0.017435616,-0.016989946,0
2/27/89,0.002615238,-0.002759506,0.00240021,0
2/28/89,-0.002330933,0.003649253,0.003606857,0
3/1/89,-0.002324536,-0.008115428,-0.006076724,0
3/2/89,0.013295926,0.008373321,0.009843077,0
3/3/89,0.008482551,0.001331908,0.004233138,0
3/6/89,0.014237506,0.006049461,0.012389448,0
3/7/89,-0.000989747,-0.008171836,-0.003193588,0
3/8/89,-0.005131105,-0.003724449,0.000714346,0
3/9/89,-0.001502246,0.000577189,-0.000510195,0
3/10/89,-0.005195211,-0.00013321,-0.003578675,0
3/13/89,0.010986552,0.008931028,0.008296545,0
3/14/89,0.004550986,-0.008669637,-0.000609694,0
3/15/89,0.006837866,-0.000210392,0.00517059,0
3/16/89,0.011603099,0.010843776,0.009293654,0
3/17/89,-0.023494948,-0.023885621,-0.022800035,0
3/20/89,-0.015661683,-0.010990356,-0.009509006,0
3/21/89,0.003873787,0.001405407,0.004851622,0
3/22/89,-0.004701165,-0.006183093,-0.002887493,0
3/23/89,-0.008901347,-0.007215396,-0.005211671,0
3/24/89,0,0,0,0
3/27/89,0.011881114,0.009318458,0.00548703,0
3/28/89,0.001710078,0.002347484,0.003504195,0
3/29/89,0.010666463,0.000928649,0.002603009,0
3/30/89,-0.00385845,0.001803691,0.000581326,0
3/31/89,0.006037561,5.63E-05,0.008001541,0
4/3/89,0.006807398,0.007889777,0.005141573,0
4/4/89,0.003049092,0.001649055,-0.003650503,0
4/5/89,0.00650492,0.000197242,0.003144285,0
4/6/89,-0.011440148,-0.005919795,-0.003212012,0
4/7/89,0.001753287,0.005391692,0.00631279,0
4/10/89,-0.003717359,0.003111606,-0.000168274,0
4/11/89,7.93E-05,0.013207688,0.004633991,0
4/12/89,0.004262606,-0.00190143,0.001673697,0
4/13/89,-0.013487408,-0.004295919,-0.008700235,0
4/14/89,0.010824625,0.018266889,0.01659567,0
4/17/89,0.002227666,0.004676906,0.001193872,0
4/18/89,0.017673564,0.01627931,0.014151024,0
4/19/89,0.004686884,-0.001659193,0.003685768,0
4/20/89,-0.003344286,-0.010013957,-0.003130403,0
4/21/89,0.012486688,0.010875223,0.011107617,0
4/24/89,-0.005541237,-0.002439566,-0.002975904,0
4/25/89,-0.013885938,-0.00361939,-0.006304453,0
4/26/89,0.004098854,-0.004282243,0.000586625,0
4/27/89,0.007187689,0.01291194,0.008596832,0
4/28/89,-0.005314832,0.005674631,0.000193792,0
5/1/89,-0.000503224,-0.000981234,-0.001680781,0
5/2/89,-0.005854132,-0.000479723,-0.003240234,0
5/3/89,-0.006723389,0.004488045,0.000129811,0
5/4/89,-0.005030357,-0.000463493,-0.001266378,0
5/5/89,0.001466678,0.006645879,-0.000520004,0
5/8/89,-0.006708264,-0.004215755,-0.005247645,0
5/9/89,-0.005654249,-0.006177497,-0.002650568,0
5/10/89,0.003706915,0.007642227,0.00199676,0
5/11/89,0.001767982,0.000652063,0.003753574,0
5/12/89,0.019890284,0.017228841,0.022198434,0
5/15/89,0.00619665,0.005400181,0.007365113,0
5/16/89,0.007053907,0.00471372,-0.002787282,0
5/17/89,0.006776229,0.008038681,0.006953691,0
5/18/89,-0.006276302,0.005399248,0.001542214,0
5/19/89,0.008433239,0.005997782,0.010231469,0
5/22/89,0.003301017,0.00442816,0.002300924,0
5/23/89,-0.000857193,-0.015166202,-0.011432266,0
5/24/89,0.002531137,-0.005053016,0.002572712,0
5/25/89,0.003639946,-0.001655218,9.40E-05,0
5/26/89,0.005311625,0.008777976,0.007553566,0
5/29/89,0,0,0,0
5/30/89,-0.009478332,-0.009734817,-0.007929612,0
5/31/89,0.001208278,0.010115124,0.004596847,0
6/1/89,0.015762039,0.00757725,0.004513697,0
6/2/89,0.011420508,0.005440611,0.01096553,0
6/5/89,-0.013758107,-0.00883283,-0.010779195,0
6/6/89,0.008853272,0.00563041,0.006839273,0
6/7/89,0.001424055,0.00110994,0.008323272,0
6/8/89,-0.000183188,0.002230594,-0.000611902,0
6/9/89,-0.000501725,0.006575425,-0.000183643,0
6/12/89,-0.002942827,-0.002670098,-0.001378402,0
6/13/89,-0.009282667,-0.003565502,-0.007167607,0
6/14/89,-0.001451998,-0.002674378,-0.000247013,0
6/15/89,-0.003534726,-0.007691702,-0.011647722,0
6/16/89,0.007090571,-0.002433133,0.003959907,0
6/19/89,-0.005896215,0.009830345,0.001679,0
6/20/89,-0.001619246,0.000981089,-0.001990236,0
6/21/89,-0.00962988,-0.011640164,-0.002399764,0
6/22/89,0.003071699,0.003190166,0.005724969,0
6/23/89,0.016771471,0.016819166,0.017468768,0
6/26/89,-0.013764611,-0.009378455,-0.004277428,0
6/27/89,0.018518328,-0.003271918,0.005617992,0
6/28/89,-0.009814394,-0.000603877,-0.008039783,0
6/29/89,-0.022957067,-0.017685447,-0.018993894,0
6/30/89,-0.015635169,-0.000919945,-0.005332008,0
7/3/89,0.012625896,0.006293273,0.003923358,0
7/4/89,0,0,0,0
7/5/89,-0.001483022,0.002143788,0.004407152,0
7/6/89,0.003733105,-0.002441022,0.002834054,0
7/7/89,0.016905503,0.009997826,0.010395168,0
7/10/89,0.005372797,0.002518963,0.006625994,0
7/11/89,0.008663422,0.004920371,0.005214619,0
7/12/89,0.004384631,0.003213048,0.003127897,0
7/13/89,-0.002598157,-0.003078515,0.000424397,0
7/14/89,0.000454692,0.007880703,0.005711797,0
7/17/89,0.006186421,0.004746859,0.001806468,0
7/18/89,-0.006717081,0.003473691,-0.003284174,0
7/19/89,0.015980617,0.016863563,0.013132047,0
7/20/89,0.000161835,-0.006250381,-0.006634416,0
7/21/89,0.007035364,0.011540598,0.007140647,0
7/24/89,-0.001917326,-0.011949656,-0.006661016,0
7/25/89,-0.000795203,0.001839001,0.000629166,0
7/26/89,0.010356101,0.007668016,0.012412167,0
7/27/89,0.018682292,0.012589589,0.011587683,0
7/28/89,0.003132179,0.003513618,0.000467741,0
7/31/89,-0.008091447,0.008607989,0.011420725,0
8/1/89,-0.005788135,-0.004869765,-0.006755313,0
8/2/89,0.007222039,0.00281505,0.001714892,0
8/3/89,-0.00515191,-0.003589749,0.001160968,0
8/4/89,-0.000440771,-0.005615094,-0.002381438,0
8/7/89,0.012592065,0.013100766,0.015836946,0
8/8/89,0.002568308,-0.007638519,-0.000171733,0
8/9/89,-0.006261397,-0.008165806,-0.006922431,0
8/10/89,0.003593526,0.008916595,0.003768758,0
8/11/89,-0.004369835,-0.012418291,-0.010130103,0
8/14/89,-0.006593789,-0.001898071,-0.004885151,0
8/15/89,0.004830341,0.007889409,0.004798125,0
8/16/89,0.004493974,0.002670401,0.002752149,0
8/17/89,-0.007487403,-0.007773953,-0.003506691,0
8/18/89,0.006257277,0.009316205,0.004576534,0
8/21/89,-0.012337469,-0.015937486,-0.01561121,0
8/22/89,-0.000970756,0.000444365,0.00152524,0
8/23/89,0.016016539,0.0072035,0.010234967,0
8/24/89,0.027666971,0.022722909,0.019592135,0
8/25/89,0.003052019,-0.001858862,-0.002848842,0
8/28/89,0.000975167,0.005543721,0.004469059,0
8/29/89,-0.002355647,-0.0122345,-0.006410918,0
8/30/89,-0.00143188,0.004391835,0.002312668,0
8/31/89,0.00157447,0.002966986,0.002278879,0
9/1/89,0.004724301,0.007944398,0.006466457,0
9/4/89,0,0,0,0
9/5/89,-0.003080547,-0.001079209,-0.00331309,0
9/6/89,-0.008178077,-0.010471994,-0.009461456,0
9/7/89,-0.002829114,-0.006929588,-0.002551643,0
9/8/89,-0.001265552,0.003286491,0.001176285,0
9/11/89,-0.004601545,-0.00052819,-0.003159016,0
9/12/89,0.007885613,0.000465121,0.002986963,0
9/13/89,-0.006862116,-0.009277138,-0.009335091,0
9/14/89,-0.015692213,-0.002969601,-0.006680052,0
9/15/89,0.009321388,0.009485905,0.005521504,0
9/18/89,0.006026502,0.007954392,0.004828064,0
9/19/89,-0.006714264,0.002166076,-0.000519271,0
9/20/89,0.002855613,-0.002522837,-0.000230874,0
9/21/89,0.004925861,0.003164723,-0.002224888,0
9/22/89,0.001397254,0.003273254,0.003897515,0
9/25/89,-0.012127318,-0.008630771,-0.008158823,0
9/26/89,-0.00460909,-0.004468482,0.000290461,0
9/27/89,0.009392397,-0.000272321,0.00223373,0
9/28/89,-0.001898796,0.009556111,0.010090903,0
9/29/89,0.006259853,0.000660044,0.001576496,0
10/2/89,0.005954912,0.007904319,0.004914155,0
10/3/89,0.028793962,0.013785096,0.01088477,0
10/4/89,0.017815473,0.004981225,0.006267146,0
10/5/89,0.00371569,-0.000626275,8.40E-05,0
10/6/89,0.008514788,0.003096795,0.005057643,0
10/9/89,0.000345733,8.96E-05,0.002838934,0
10/10/89,-0.002400867,-0.002787067,-0.001863882,0
10/11/89,-0.005200597,-0.006780111,-0.00597667,0
10/12/89,-0.012104839,-0.005538115,-0.004491992,0
10/13/89,-0.105743993,-0.051058338,-0.063213157,0
10/16/89,0.062383082,0.034541245,0.027290413,0
10/17/89,-0.003332922,-0.009275919,-0.004941458,0
10/18/89,0.007127382,-0.000179077,0.001757161,0
10/19/89,0.019953869,0.00408416,0.015590613,0
10/20/89,-0.003502689,0.001881679,8.64E-05,0
10/23/89,-0.022345489,0.004545428,-0.006734227,0
10/24/89,0.009118907,0.003529193,-0.003282358,0
10/25/89,-0.004706564,-0.010751936,-0.003497526,0
10/26/89,-0.01232953,-0.008910902,-0.013432884,0
10/27/89,-0.003811217,-0.009421317,-0.008529153,0
10/30/89,0.008062819,-0.002506839,2.98E-05,0
10/31/89,0.018190221,0.012166936,0.015664416,0
11/1/89,-0.003675655,0.00233952,0.002464935,0
11/2/89,-0.008766952,-0.002367483,-0.008003809,0
11/3/89,-0.000462481,-0.004518117,-0.002544004,0
11/6/89,-0.018089331,-0.014114149,-0.01495037,0
11/7/89,-0.001409838,0.008333957,0.006592574,0
11/8/89,0.007370478,0.007894995,0.009926377,0
11/9/89,-0.004329766,-0.006070156,-0.004683433,0
11/10/89,0.003426351,0.006528974,0.007488898,0
11/13/89,-0.004862048,-0.000142241,0.001326162,0
11/14/89,-0.012054741,-0.001675758,-0.004604902,0
11/15/89,0.006082654,0.005724772,0.007516284,0
11/16/89,0.006427482,0.002682858,0.000117454,0
11/17/89,-0.004225628,0.001677836,0.003019689,0
11/20/89,-0.00649491,-0.001452106,-0.006637712,0
11/21/89,0.001286301,-0.002603209,0.000706984,0
11/22/89,0.008523742,0.001661608,0.006808537,0
11/23/89,0,0,0,0
11/24/89,0.004643203,0.004979759,0.0060069,0
11/27/89,0.013487958,0.007199494,0.004756527,0
11/28/89,0.007118285,-0.003510462,0.000462842,0
11/29/89,-0.004444829,-0.008034542,-0.006295624,0
11/30/89,0.011404005,0.006203163,0.006931683,0
12/1/89,0.010823393,0.016808381,0.013321664,0
12/4/89,0.013508,0.000426397,0.002222097,0
12/5/89,-0.010906032,-0.001353226,-0.005221199,0
12/6/89,-0.000981195,0.007695344,-0.002950742,0
12/7/89,-0.020916153,-0.004000211,-0.002758068,0
12/8/89,0.002698271,0.00322246,0.003159651,0
12/11/89,0.003521226,-0.010058699,-0.000372894,0
12/12/89,0.009783897,0.002320661,0.009053454,0
12/13/89,-0.001918963,0.005692676,0.002895755,0
12/14/89,0.000768301,-0.001385275,-0.005172817,0
12/15/89,-0.011514227,0.003239651,-0.002482205,0
12/18/89,-0.02045132,-0.013507022,-0.01836448,0
12/19/89,-0.008697685,-0.013199749,-0.003585226,0
12/20/89,0.000425638,-0.001049285,0.001109003,0
12/21/89,0.002809201,0.009516518,0.005642666,0
12/22/89,0.008778662,0.005320078,0.00762789,0
12/25/89,0,0,0,0
12/26/89,0.001643308,1.29E-05,-0.001757343,0
12/27/89,0.004248047,0.003481235,0.005750282,0
12/28/89,0.004715381,0.008177986,0.005318249,0
12/29/89,0.011500518,0.005001374,0.00775495,0
1/1/90,0,0,0,0
1/2/90,0.014385128,0.025405761,0.017641989,0
1/3/90,-6.10E-05,-0.00548883,-0.002588908,0
1/4/90,-0.002399937,-0.005792912,-0.008650307,0
1/5/90,-0.006944601,-0.009023241,-0.009804139,0
1/8/90,0.008175235,0.001887855,0.004504321,0
1/9/90,-0.013947961,-0.013744247,-0.011856666,0
1/10/90,-0.009322472,0.001553638,-0.006629097,0
1/11/90,0.005762747,-0.008046384,0.003506557,0
1/12/90,-0.026817009,-0.014696963,-0.024984596,0
1/15/90,-0.00780989,-0.006792697,-0.008656784,0
1/16/90,0.006770042,0.014415892,0.01106614,0
1/17/90,-0.008563217,-0.00379707,-0.0098799,0
1/18/90,0.006942401,0.005844497,0.002338698,0
1/19/90,0.004313477,0.003430655,0.00283462,0
1/22/90,-0.032610188,-0.020090045,-0.02619898,0
1/23/90,-0.001213516,0.007260059,0.003716072,0
1/24/90,-0.006480609,-0.009466044,-0.004079357,0
1/25/90,-0.01425858,-0.013984714,-0.012737473,0
1/26/90,0.001096935,0.001690392,-0.000859054,0
1/29/90,0.009203955,1.02E-05,-0.001843318,0
1/30/90,-0.006662907,-0.009067416,-0.006849976,0
1/31/90,0.018374604,0.024240503,0.01871048,0
2/1/90,0.007205042,-0.002145047,-0.000881633,0
2/2/90,0.007198284,0.005289989,0.006457405,0
2/5/90,-0.00032811,0.005814773,0.002806405,0
2/6/90,-0.007981036,-0.007777091,-0.006621239,0
2/7/90,0.021577175,0.020652443,0.012330389,0
2/8/90,0.000667636,-0.010235529,-0.002369847,0
2/9/90,0.002899732,0.008572658,0.001980258,0
2/12/90,-0.011869319,-0.012051801,-0.010667571,0
2/13/90,0.000824875,0.000231137,0.002843747,0
2/14/90,-0.002177928,-0.00313971,0.002986292,0
2/15/90,0.008353882,0.006073296,0.008637031,0
2/16/90,-0.001407993,-0.005805096,-0.006500824,0
2/19/90,0,0,0,0
2/20/90,-0.015958991,-0.016357379,-0.014318175,0
2/21/90,-0.008572505,0.004951904,-0.000976116,0
2/22/90,-0.006762091,-0.006533606,-0.006030292,0
2/23/90,-0.002257222,-0.006057049,-0.004770341,0
2/26/90,0.01622645,0.017791636,0.013847836,0
2/27/90,-0.002586046,0.010376225,0.004826015,0
