Dates,HON,AMZN,GOOG,CVX,COP,FB,MRO,MRK,C,PYPL,CRM,AXP,QCOM,V,GILD,Party
1977-05-18,0.645529807,,,0.168836504,,,0.546765029,0.280648053,11.69056129,,,0.272704691,,,,1
1977-05-19,0.654023409,,,0.167359754,,,0.534512937,0.280648053,11.69056129,,,0.274498731,,,,1
1977-05-20,0.652324438,,,0.167359754,,,0.52685523,0.27868095,11.8357811,,,0.274498731,,,,1
1977-05-23,0.635336697,,,0.163421869,,,0.520728767,0.276057929,11.72686005,,,0.273601741,,,,1
1977-05-24,0.625144541,,,0.162929654,,,0.520728767,0.275402129,11.69056129,,,0.268219471,,,,1
1977-05-25,0.614952028,,,0.162437409,,,0.519196928,0.268845081,11.72686005,,,0.263734013,,,,1
1977-05-26,0.640433192,,,0.162437409,,,0.519196928,0.270156533,11.69056129,,,0.262837023,,,,1
1977-05-27,0.631939113,,,0.162929654,,,0.513071001,0.266222328,11.617939,,,0.260145873,,,,1
1977-05-30,0.631939113,,,0.162929654,,,0.513071001,0.266222328,11.617939,,,0.260145873,,,,1
1977-05-31,0.635336697,,,0.16489853,,,0.508476794,0.26754421,11.545331,,,0.255660504,,,,1
1977-06-01,0.643830717,,,0.16588299,,,0.513071001,0.272168189,11.58163452,,,0.254763484,,,,1
1977-06-02,0.643830717,,,0.16539079,,,0.508476794,0.270186484,11.65424824,,,0.252969384,,,,1
1977-06-03,0.652324438,,,0.16539079,,,0.508476794,0.272168189,11.69056129,,,0.254763484,,,,1
1977-06-06,0.643830717,,,0.164406329,,,0.499287248,0.274810731,11.50903416,,,0.253866374,,,,1
1977-06-07,0.645529807,,,0.163421869,,,0.496224135,0.274810731,11.617939,,,0.257454753,,,,1
1977-06-08,0.647228181,,,0.161945209,,,0.503881633,0.274810731,11.58163452,,,0.262837023,,,,1
1977-06-09,0.652324438,,,0.160468444,,,0.499287248,0.278773993,11.617939,,,0.267322242,,,,1
1977-06-10,0.647228181,,,0.161452994,,,0.500818551,0.278773993,11.617939,,,0.268219471,,,,1
1977-06-13,0.652324438,,,0.163914099,,,0.496224135,0.283398598,11.617939,,,0.270910531,,,,1
1977-06-14,0.667613626,,,0.16539079,,,0.50235039,0.289343864,11.617939,,,0.271807581,,,,1
1977-06-15,0.657420874,,,0.16539079,,,0.497755378,0.290665209,11.545331,,,0.271807581,,,,1
1977-06-16,0.671010971,,,0.16489853,,,0.50235039,0.293307692,11.545331,,,0.284366339,,,,1
1977-06-17,0.667613626,,,0.16539079,,,0.496224135,0.295949876,11.58163452,,,0.28616029,,,,1
1977-06-20,0.676107347,,,0.163914099,,,0.496224135,0.299913615,11.545331,,,0.28526333,,,,1
1977-06-21,0.68460083,,,0.164406329,,,0.499287248,0.301234841,11.545331,,,0.289748698,,,,1
1977-06-22,0.681203485,,,0.16637522,,,0.496224135,0.299252957,11.58163452,,,0.288851708,,,,1
1977-06-23,0.691396117,,,0.166867465,,,0.493160844,0.298592448,11.617939,,,0.295131087,,,,1
1977-06-24,0.68629998,,,0.166867465,,,0.488566309,0.299252957,11.617939,,,0.296924978,,,,1
1977-06-27,0.677806437,,,0.167359754,,,0.479376942,0.29793185,11.545331,,,0.294233769,,,,1
1977-06-28,0.682902515,,,0.16539079,,,0.474782348,0.295289308,11.545331,,,0.290645748,,,,1
1977-06-29,0.679504693,,,0.16539079,,,0.474782348,0.295289308,11.617939,,,0.287954628,,,,1
1977-06-30,0.679504693,,,0.164406329,,,0.487034559,0.294628769,11.58163452,,,0.290645748,,,,1
1977-07-01,0.677806437,,,0.16489853,,,0.485503197,0.294628769,11.69056129,,,0.286488324,,,,1
1977-07-04,0.677806437,,,0.16489853,,,0.485503197,0.294628769,11.69056129,,,0.286488324,,,,1
1977-07-05,0.676107347,,,0.16539079,,,0.483971596,0.292647004,11.72686005,,,0.283777028,,,,1
1977-07-06,0.676107347,,,0.164406329,,,0.480908275,0.288022876,11.79948044,,,0.281065792,,,,1
1977-07-07,0.674408674,,,0.166867465,,,0.485503197,0.288683355,11.90839672,,,0.283777028,,,,1
1977-07-08,0.674408674,,,0.16489853,,,0.482440054,0.289343864,11.90839672,,,0.286488324,,,,1
1977-07-11,0.671010971,,,0.168836504,,,0.479376942,0.290665209,11.98100281,,,0.286488324,,,,1
1977-07-12,0.667613626,,,0.172774449,,,0.479376942,0.290004551,11.98100281,,,0.283777028,,,,1
1977-07-13,0.659119904,,,0.173266515,,,0.477845609,0.288022876,12.01731491,,,0.286488324,,,,1
1977-07-14,0.659119904,,,0.173266515,,,0.477845609,0.288022876,12.01731491,,,0.286488324,,,,1
1977-07-15,0.665914953,,,0.174251065,,,0.479376942,0.288683355,12.01731491,,,0.291007191,,,,1
1977-07-18,0.665914953,,,0.17523551,,,0.482440054,0.289343864,11.79948044,,,0.292814523,,,,1
1977-07-19,0.682902515,,,0.17720449,,,0.476313621,0.293307692,11.98100281,,,0.299140722,,,,1
1977-07-20,0.689697444,,,0.176219955,,,0.473250747,0.298592448,12.05361462,,,0.296429396,,,,1
1977-07-21,0.68460083,,,0.176219955,,,0.474782348,0.297271281,12.12622738,,,0.293718338,,,,1
1977-07-22,0.689697444,,,0.178188875,,,0.473250747,0.295289308,11.94470024,,,0.295525908,,,,1
1977-07-25,0.676107347,,,0.17523551,,,0.465592802,0.286701679,11.98100281,,,0.293718338,,,,1
1977-07-26,0.664216042,,,0.169820905,,,0.454871804,0.286701679,12.01731491,,,0.294621974,,,,1
1977-07-27,0.630240738,,,0.168344229,,,0.431898594,0.28273797,11.98100281,,,0.28919962,,,,1
1977-07-28,0.648927271,,,0.169328704,,,0.430367023,0.278773993,11.87208652,,,0.292814523,,,,1
1977-07-29,0.647228181,,,0.17031309,,,0.444151163,0.282077223,11.79948044,,,0.290103406,,,,1
1977-08-01,0.640433192,,,0.17129758,,,0.447883338,0.282077223,11.76316357,,,0.294621974,,,,1
1977-08-02,0.635336697,,,0.172774449,,,0.432331979,0.28273797,11.79948044,,,0.291910797,,,,1
1977-08-03,0.637035668,,,0.171789929,,,0.424556285,0.280756146,11.8357811,,,0.291910797,,,,1
1977-08-04,0.63120389,,,0.172774449,,,0.429221779,0.28273797,11.94470024,,,0.294621974,,,,1
1977-08-05,0.629488528,,,0.17129758,,,0.433887064,0.283398598,12.08992386,,,0.295525908,,,,1
1977-08-08,0.622627556,,,0.17080529,,,0.424556285,0.284059048,11.98100281,,,0.293718338,,,,1
1977-08-09,0.617481887,,,0.169328704,,,0.427666247,0.284059048,11.79948044,,,0.294621974,,,,1
1977-08-10,0.62605834,,,0.17080529,,,0.433887064,0.284719795,11.98100281,,,0.29733339,,,,1
1977-08-11,0.614050984,,,0.169820905,,,0.4230012,0.283398598,11.87208652,,,0.293718338,,,,1
1977-08-12,0.615766644,,,0.16637522,,,0.419890702,0.284059048,11.79948044,,,0.296429396,,,,1
1977-08-15,0.615766644,,,0.16539079,,,0.4230012,0.285380304,11.69056129,,,0.298237115,,,,1
1977-08-16,0.608905852,,,0.163421869,,,0.418335825,0.290004551,11.21857357,,,0.296429396,,,,1
1977-08-17,0.607190371,,,0.162929654,,,0.404339373,0.29396823,11.10965919,,,0.295525908,,,,1
1977-08-18,0.607190371,,,0.159976244,,,0.398118556,0.30189541,11.14596462,,,0.295525908,,,,1
1977-08-19,0.612336099,,,0.153577179,,,0.390342861,0.305859119,11.07335472,,,0.29733339,,,,1
1977-08-22,0.608905852,,,0.154561654,,,0.398118556,0.311804622,11.10965919,,,0.29733339,,,,1
1977-08-23,0.603759885,,,0.154069394,,,0.402784169,0.312465012,11.18227005,,,0.296429396,,,,1
1977-08-24,0.596899271,,,0.153084978,,,0.401228964,0.311804622,11.18227005,,,0.295525908,,,,1
1977-08-25,0.588322699,,,0.151116014,,,0.398118556,0.307840765,11.18227005,,,0.293718338,,,,1
1977-08-26,0.586607575,,,0.150623709,,,0.401228964,0.30519855,11.36380482,,,0.292814523,,,,1
1977-08-29,0.59003824,,,0.151116014,,,0.402784169,0.312513262,11.40010738,,,0.296429396,,,,1
1977-08-30,0.588322699,,,0.153577179,,,0.405894428,0.311848223,11.40010738,,,0.295525908,,,,1
1977-08-31,0.57974714,,,0.158499554,,,0.415225476,0.312513262,11.50903416,,,0.296429396,,,,1
1977-09-01,0.591753662,,,0.159483954,,,0.418335825,0.311183304,11.545331,,,0.298237115,,,,1
1977-09-02,0.605475008,,,0.164406329,,,0.424556285,0.313177943,11.69056129,,,0.299140722,,,,1
1977-09-05,0.605475008,,,0.164406329,,,0.424556285,0.313177943,11.69056129,,,0.299140722,,,,1
1977-09-06,0.610621214,,,0.162929654,,,0.421446234,0.312513262,11.65424824,,,0.300044715,,,,1
1977-09-07,0.610621214,,,0.16539079,,,0.416780442,0.313843042,11.76316357,,,0.29733339,,,,1
1977-09-08,0.598614395,,,0.161452994,,,0.415225476,0.308523625,11.76316357,,,0.293718338,,,,1
1977-09-09,0.595183909,,,0.159976244,,,0.396563381,0.303869277,11.69056129,,,0.288295895,,,,1
1977-09-12,0.603759885,,,0.160468444,,,0.385677487,0.301874548,11.617939,,,0.286488324,,,,1
1977-09-13,0.600329638,,,0.160468444,,,0.381012112,0.304534107,11.65424824,,,0.28739205,,,,1
1977-09-14,0.608905852,,,0.162437409,,,0.385677487,0.307193786,11.65424824,,,0.28919962,,,,1
1977-09-15,0.614050984,,,0.161945209,,,0.382567227,0.309853554,11.617939,,,0.290103406,,,,1
1977-09-16,0.612336099,,,0.161452994,,,0.370126128,0.309188575,11.65424824,,,0.286488324,,,,1
1977-09-19,0.617481887,,,0.159483954,,,0.370126128,0.306528866,11.617939,,,0.276547104,,,,1
1977-09-20,0.614050984,,,0.158499554,,,0.370126128,0.307193786,11.617939,,,0.278354585,,,,1
1977-09-21,0.602045,,,0.159483954,,,0.370126128,0.301874548,11.545331,,,0.277450919,,,,1
1977-09-22,0.608905852,,,0.159483954,,,0.363905281,0.301874548,11.43641853,,,0.275643378,,,,1
1977-09-23,0.620912671,,,0.158991739,,,0.360795081,0.301874548,11.40010738,,,0.273835748,,,,1
1977-09-26,0.61919719,,,0.160468444,,,0.356129497,0.305199027,11.29118919,,,0.276547104,,,,1
1977-09-27,0.600329638,,,0.160468444,,,0.343688339,0.305863887,11.25488377,,,0.272932082,,,,1
1977-09-28,0.58489269,,,0.161452994,,,0.342133075,0.305863887,11.18227005,,,0.272028267,,,,1
1977-09-29,0.600329638,,,0.162437409,,,0.346798718,0.308523625,11.29118919,,,0.273835748,,,,1
1977-09-30,0.602045,,,0.164406329,,,0.353019357,0.311183304,11.32749557,,,0.274739683,,,,1
1977-10-03,0.608905852,,,0.163421869,,,0.351464063,0.310518414,11.50903416,,,0.275469214,,,,1
1977-10-04,0.596899271,,,0.163421869,,,0.362350017,0.307858795,11.50903416,,,0.269996345,,,,1
1977-10-05,0.593468785,,,0.160468444,,,0.36701566,0.309853554,11.47272778,,,0.267259866,,,,1
1977-10-06,0.59003824,,,0.161945209,,,0.382567227,0.309853554,11.545331,,,0.269996345,,,,1
1977-10-07,0.588322699,,,0.162437409,,,0.374791205,0.309188575,11.545331,,,0.268172115,,,,1
1977-10-10,0.593468785,,,0.163914099,,,0.371681273,0.309188575,11.545331,,,0.266347706,,,,1
1977-10-11,0.59003824,,,0.162437409,,,0.371681273,0.308523625,11.43641853,,,0.263611376,,,,1
1977-10-12,0.59003824,,,0.157515049,,,0.357684851,0.305199027,11.32749557,,,0.261787206,,,,1
1977-10-13,0.57974714,,,0.156038329,,,0.36701566,0.299214721,11.14596462,,,0.263611376,,,,1
1977-10-14,0.581462324,,,0.157022849,,,0.371681273,0.297884792,11.21857357,,,0.262699157,,,,1
1977-10-17,0.586607575,,,0.157022849,,,0.371681273,0.294560313,11.10965919,,,0.264523566,,,,1
1977-10-18,0.57974714,,,0.157022849,,,0.37323606,0.288576037,11.03704834,,,0.266347706,,,,1
1977-10-19,0.574601173,,,0.154069394,,,0.371681273,0.277937233,10.96443367,,,0.268172115,,,,1
1977-10-20,0.578031838,,,0.154561654,,,0.371681273,0.276607424,10.89182377,,,0.270908594,,,,1
1977-10-21,0.562594891,,,0.154561654,,,0.363905281,0.274612695,10.85552025,,,0.268172115,,,,1
1977-10-24,0.555733562,,,0.152592719,,,0.360795081,0.273282886,10.63767815,,,0.262699157,,,,1
1977-10-25,0.557448983,,,0.153084978,,,0.36701566,0.280596882,10.45615005,,,0.261787206,,,,1
1977-10-26,0.571170807,,,0.154561654,,,0.374791205,0.285251558,10.74660206,,,0.266347706,,,,1
1977-10-27,0.576316118,,,0.153084978,,,0.381012112,0.288576037,10.74660206,,,0.267259866,,,,1
1977-10-28,0.574601173,,,0.153577179,,,0.381012112,0.292565405,10.78290749,,,0.269084305,,,,1
1977-10-31,0.576316118,,,0.152592719,,,0.381645322,0.287246168,10.67398262,,,0.268172115,,,,1
1977-11-01,0.564309895,,,0.151608214,,,0.375311345,0.280596882,10.34723186,,,0.266347706,,,,1
1977-11-02,0.554018617,,,0.152100444,,,0.367393285,0.282591611,10.27462101,,,0.264523566,,,,1
1977-11-03,0.555755556,,,0.149639264,,,0.368976653,0.278602391,10.34723186,,,0.266347706,,,,1
1977-11-04,0.573123097,,,0.150623709,,,0.37372762,0.28126204,10.49245453,,,0.268172115,,,,1
1977-11-07,0.587016881,,,0.153577179,,,0.381645322,0.28325665,10.45615005,,,0.272732913,,,,1
1977-11-08,0.581806719,,,0.153084978,,,0.376894891,0.282591611,10.52876663,,,0.277293742,,,,1
1977-11-09,0.590490341,,,0.153577179,,,0.37372762,0.283921748,10.81921291,,,0.278205842,,,,1
1977-11-10,0.600910485,,,0.155546084,,,0.383229136,0.288576037,10.89182377,,,0.279117912,,,,1
1977-11-11,0.609594166,,,0.157515049,,,0.391147107,0.299214721,11.14596462,,,0.28094238,,,,1
1977-11-14,0.597437024,,,0.157515049,,,0.386396259,0.299879819,11.03704834,,,0.28094238,,,,1
1977-11-15,0.600910485,,,0.158007309,,,0.384812504,0.301874548,11.07335472,,,0.280029982,,,,1
1977-11-16,0.600910485,,,0.158499554,,,0.378478467,0.303204477,11.18227005,,,0.279117912,,,,1
1977-11-17,0.593963504,,,0.158007309,,,0.37372762,0.301874548,11.14596462,,,0.279117912,,,,1
1977-11-18,0.599173605,,,0.154561654,,,0.383229136,0.299879819,11.18227005,,,0.280029982,,,,1
1977-11-21,0.607857883,,,0.156530559,,,0.37372762,0.30054456,11.29118919,,,0.282766521,,,,1
1977-11-22,0.607857883,,,0.157022849,,,0.380061775,0.305863887,11.40010738,,,0.28367874,,,,1
1977-11-23,0.616541207,,,0.155546084,,,0.384812504,0.307193786,11.25488377,,,0.28823933,,,,1
1977-11-24,0.616541207,,,0.155546084,,,0.384812504,0.307193786,11.25488377,,,0.28823933,,,,1
1977-11-25,0.623488903,,,0.156530559,,,0.38956356,0.311848223,11.29118919,,,0.289151579,,,,1
1977-11-28,0.623488903,,,0.156530559,,,0.387979954,0.308768123,11.10965919,,,0.287327349,,,,1
1977-11-29,0.613067746,,,0.155053943,,,0.378478467,0.298051804,11.03704834,,,0.28367874,,,,1
1977-11-30,0.609594166,,,0.157515049,,,0.380061775,0.301400572,11.10965919,,,0.28641504,,,,1
1977-12-01,0.611330628,,,0.156530559,,,0.380061775,0.298721492,11.10965919,,,0.28823933,,,,1
1977-12-02,0.611330628,,,0.157022849,,,0.381645322,0.296042264,11.21857357,,,0.287327349,,,,1
1977-12-05,0.606120944,,,0.156038329,,,0.381645322,0.298051804,11.25488377,,,0.282766521,,,,1
1977-12-06,0.587016881,,,0.154069394,,,0.380061775,0.293363214,11.18227005,,,0.275469214,,,,1
1977-12-07,0.587016881,,,0.156038329,,,0.381645322,0.292023867,11.10965919,,,0.274557352,,,,1
1977-12-08,0.587016881,,,0.155546084,,,0.375311345,0.294032872,11.07335472,,,0.273645073,,,,1
1977-12-09,0.592227042,,,0.157515049,,,0.380061775,0.292693555,11.10965919,,,0.277293742,,,,1
1977-12-12,0.602647185,,,0.157515049,,,0.378478467,0.291353941,11.14596462,,,0.274557352,,,,1
1977-12-13,0.599173605,,,0.156530559,,,0.378478467,0.290684015,11.18227005,,,0.269996345,,,,1
1977-12-14,0.611330628,,,0.156530559,,,0.380061775,0.293363214,11.25488377,,,0.269996345,,,,1
1977-12-15,0.611330628,,,0.156038329,,,0.378478467,0.292023867,11.25488377,,,0.265435666,,,,1
1977-12-16,0.613067746,,,0.155546084,,,0.375311345,0.290684015,11.25488377,,,0.265435666,,,,1
1977-12-19,0.611330628,,,0.154561654,,,0.375311345,0.291353941,11.18227005,,,0.264523566,,,,1
1977-12-20,0.611330628,,,0.153084978,,,0.376894891,0.290684015,11.14596462,,,0.262699157,,,,1
1977-12-21,0.609594166,,,0.153084978,,,0.383229136,0.292023867,11.18227005,,,0.257226259,,,,1
1977-12-22,0.618277907,,,0.153084978,,,0.38956356,0.297381908,11.21857357,,,0.265435666,,,,1
1977-12-23,0.628698587,,,0.156530559,,,0.400648534,0.300730914,11.32749557,,,0.269996345,,,,1
1977-12-26,0.628698587,,,0.156530559,,,0.400648534,0.300730914,11.32749557,,,0.269996345,,,,1
1977-12-27,0.628698587,,,0.155053943,,,0.402232289,0.301400572,11.25488377,,,0.266347706,,,,1
1977-12-28,0.614804387,,,0.153577179,,,0.399065107,0.300730914,11.18227005,,,0.265435666,,,,1
1977-12-29,0.613067746,,,0.152592719,,,0.402232289,0.300730914,11.21857357,,,0.266347706,,,,1
1977-12-30,0.614804387,,,0.153084978,,,0.399065107,0.297381908,11.25488377,,,0.264321774,,,,1
1978-01-02,0.614804387,,,0.153084978,,,0.399065107,0.297381908,11.25488377,,,0.264321774,,,,1
1978-01-03,0.606120944,,,0.149639264,,,0.397481471,0.287335157,11.29118919,,,0.256032884,,,,1
1978-01-04,0.592227042,,,0.148654774,,,0.395897895,0.292023867,11.14596462,,,0.257874757,,,,1
1978-01-05,0.580069542,,,0.146685839,,,0.395897895,0.287335157,11.21857357,,,0.254190773,,,,1
1978-01-06,0.562702298,,,0.145701468,,,0.386396259,0.283316404,11.07335472,,,0.249585986,,,,1
1978-01-09,0.552281797,,,0.144224688,,,0.384812504,0.282646626,10.78290749,,,0.250507057,,,,1
1978-01-10,0.545334876,,,0.141763553,,,0.38956356,0.284656137,10.74660206,,,0.250507057,,,,1
1978-01-11,0.545334876,,,0.139302373,,,0.380061775,0.289344519,10.78290749,,,0.250507057,,,,1
1978-01-12,0.531440973,,,0.140286818,,,0.384812504,0.290014446,10.74660206,,,0.250507057,,,,1
1978-01-13,0.517547548,,,0.139302373,,,0.381645322,0.293363214,10.81921291,,,0.249585986,,,,1
1978-01-16,0.52449435,,,0.136348903,,,0.381645322,0.292023867,10.56507015,,,0.24866505,,,,1
1978-01-17,0.531440973,,,0.137825653,,,0.386396259,0.294702739,10.60137558,,,0.251427978,,,,1
1978-01-18,0.540125191,,,0.139302373,,,0.395897895,0.295372605,10.74660206,,,0.249585986,,,,1
1978-01-19,0.52102083,,,0.138317823,,,0.395897895,0.294702739,10.52876663,,,0.244980916,,,,1
1978-01-20,0.522757649,,,0.138810143,,,0.392730772,0.296042264,10.63767815,,,0.242218077,,,,1
1978-01-23,0.507126868,,,0.137333468,,,0.392730772,0.297381908,10.71029568,,,0.235771239,,,,1
1978-01-24,0.519284189,,,0.138317823,,,0.400648534,0.297381908,10.63767815,,,0.235771239,,,,1
1978-01-25,0.526230752,,,0.139302373,,,0.408566654,0.295372605,10.56507015,,,0.237613276,,,,1
1978-01-26,0.526230752,,,0.140779078,,,0.397481471,0.292023867,10.52876663,,,0.239455283,,,,1
1978-01-27,0.522757649,,,0.140286818,,,0.405399263,0.290684015,10.41984463,,,0.241297051,,,,1
1978-01-30,0.529704571,,,0.143732503,,,0.410150319,0.295372605,10.52876663,,,0.246822983,,,,1
1978-01-31,0.527967393,,,0.144716933,,,0.362642348,0.294032872,10.60137558,,,0.24866505,,,,1
1978-02-01,0.52449435,,,0.145701468,,,0.361058623,0.297381908,10.49245453,,,0.252348959,,,,1
1978-02-02,0.522757649,,,0.152592719,,,0.354724497,0.298051804,10.67398262,,,0.25327003,,,,1
1978-02-03,0.52449435,,,0.148654774,,,0.34522301,0.298721492,10.67398262,,,0.256032884,,,,1
1978-02-06,0.517454386,,,0.150131524,,,0.348759025,0.298721492,10.52876663,,,0.255111933,,,,1
1978-02-07,0.517454386,,,0.152100444,,,0.360009223,0.29939127,10.60137558,,,0.254190773,,,,1
1978-02-08,0.517454386,,,0.150623709,,,0.356794864,0.304079592,10.67398262,,,0.25327003,,,,1
1978-02-09,0.519214451,,,0.150623709,,,0.361616284,0.300730914,10.67398262,,,0.251427978,,,,1
1978-02-10,0.517454386,,,0.149147063,,,0.348759025,0.29939127,10.67398262,,,0.245901987,,,,1
1978-02-13,0.50865382,,,0.149639264,,,0.343937457,0.300061047,10.67398262,,,0.247744024,,,,1
1978-02-14,0.492813647,,,0.149639264,,,0.337508589,0.298051804,10.63767815,,,0.243138969,,,,1
1978-02-15,0.485773385,,,0.148162514,,,0.331079781,0.293363214,10.60137558,,,0.24406004,,,,1
1978-02-16,0.482253283,,,0.147178173,,,0.32786572,0.290684015,10.49245453,,,0.236692339,,,,1
1978-02-17,0.498093992,,,0.146685839,,,0.32786572,0.28666535,10.52876663,,,0.237613276,,,,1
1978-02-20,0.498093992,,,0.146685839,,,0.32786572,0.28666535,10.52876663,,,0.237613276,,,,1
1978-02-21,0.499854028,,,0.148162514,,,0.323043942,0.28666535,10.45615005,,,0.235771239,,,,1
1978-02-22,0.499854028,,,0.148654774,,,0.32947281,0.283986509,10.52876663,,,0.235771239,,,,1
1978-02-23,0.510414243,,,0.149147063,,,0.337508589,0.283316404,10.52876663,,,0.235771239,,,,1
1978-02-24,0.517454386,,,0.151608214,,,0.345544547,0.285995513,10.52876663,,,0.236692339,,,,1
1978-02-27,0.510414243,,,0.150131524,,,0.335901409,0.285325885,10.56507015,,,0.235771239,,,,1
1978-02-28,0.506894171,,,0.148654774,,,0.33268702,0.281976998,10.45615005,,,0.236692339,,,,1
1978-03-01,0.506894171,,,0.148654774,,,0.334294379,0.282646626,10.23831654,,,0.238534108,,,,1
1978-03-02,0.505133986,,,0.149147063,,,0.337508589,0.280892044,10.27462101,,,0.238534108,,,,1
1978-03-03,0.505133986,,,0.150623709,,,0.337508589,0.279541641,10.20200729,,,0.237613276,,,,1
1978-03-06,0.50865382,,,0.149147063,,,0.334294379,0.276840746,10.0930891,,,0.235771239,,,,1
1978-03-07,0.510414243,,,0.148162514,,,0.335901409,0.278191149,10.23831654,,,0.235771239,,,,1
1978-03-08,0.51569432,,,0.148654774,,,0.337508589,0.279541641,10.38353825,,,0.234850317,,,,1
1978-03-09,0.519214451,,,0.147178173,,,0.334294379,0.282917798,10.16570473,,,0.234850317,,,,1
1978-03-10,0.522734463,,,0.150623709,,,0.339115918,0.286969125,10.23831654,,,0.242218077,,,,1
1978-03-13,0.528014481,,,0.151608214,,,0.337508589,0.284267992,10.31091976,,,0.241297051,,,,1
1978-03-14,0.531534195,,,0.153577179,,,0.339115918,0.282917798,10.27462101,,,0.243138969,,,,1
1978-03-15,0.529774904,,,0.151608214,,,0.337508589,0.278191149,10.27462101,,,0.241297051,,,,1
1978-03-16,0.531534195,,,0.153084978,,,0.339115918,0.276840746,10.23831654,,,0.242218077,,,,1
1978-03-17,0.542094946,,,0.153577179,,,0.342330217,0.280216873,10.23831654,,,0.245901987,,,,1
1978-03-20,0.547375083,,,0.157022849,,,0.345544547,0.286293834,10.31091976,,,0.25327003,,,,1
1978-03-21,0.533294439,,,0.154069394,,,0.334294379,0.278191149,10.34723186,,,0.245901987,,,,1
1978-03-22,0.517454386,,,0.154561654,,,0.33268702,0.274139851,10.23831654,,,0.245901987,,,,1
1978-03-23,0.517454386,,,0.153577179,,,0.33268702,0.267387629,10.27462101,,,0.241297051,,,,1
1978-03-24,0.517454386,,,0.153577179,,,0.33268702,0.267387629,10.27462101,,,0.241297051,,,,1
1978-03-27,0.517454386,,,0.152100444,,,0.334294379,0.259960234,10.23831654,,,0.236692339,,,,1
1978-03-28,0.519214451,,,0.154069394,,,0.33268702,0.263336301,10.20200729,,,0.238534108,,,,1
1978-03-29,0.520974219,,,0.154069394,,,0.331079781,0.263336301,10.49245453,,,0.239455283,,,,1
1978-03-30,0.519214451,,,0.153084978,,,0.32947281,0.263336301,10.52876663,,,0.237613276,,,,1
1978-03-31,0.520974219,,,0.152100444,,,0.32786572,0.262660921,10.89182377,,,0.236692339,,,,1
1978-04-03,0.519214451,,,0.150623709,,,0.323043942,0.261310488,10.81921291,,,0.235574886,,,,1
1978-04-04,0.522734463,,,0.152592719,,,0.32786572,0.264011443,10.96443367,,,0.237437248,,,,1
1978-04-05,0.522734463,,,0.153577179,,,0.33268702,0.266712278,11.21857357,,,0.24116163,,,,1
1978-04-06,0.528014481,,,0.154561654,,,0.334294379,0.266712278,11.14596462,,,0.242092669,,,,1
1978-04-07,0.535054743,,,0.154561654,,,0.32786572,0.268738121,11.29118919,,,0.243023917,,,,1
1978-04-10,0.547375083,,,0.153577179,,,0.32947281,0.27346465,11.36380482,,,0.243023917,,,,1
1978-04-11,0.552655101,,,0.153577179,,,0.32947281,0.272789389,11.25488377,,,0.242092669,,,,1
1978-04-12,0.55617547,,,0.153577179,,,0.324651152,0.274815142,11.14596462,,,0.242092669,,,,1
1978-04-13,0.579056084,,,0.154561654,,,0.324651152,0.282242626,11.18227005,,,0.250472933,,,,1
1978-04-14,0.594896317,,,0.157515049,,,0.32947281,0.288319379,11.29118919,,,0.265370905,,,,1
1978-04-17,0.579056084,,,0.159483954,,,0.343937457,0.290345013,11.36380482,,,0.270957679,,,,1
1978-04-18,0.570255637,,,0.159483954,,,0.339115918,0.284267992,11.32749557,,,0.266302049,,,,1
1978-04-19,0.572015762,,,0.159483954,,,0.343937457,0.287644118,11.32749557,,,0.262577474,,,,1
1978-04-20,0.594896317,,,0.160468444,,,0.353580415,0.288319379,11.32749557,,,0.260715395,,,,1
1978-04-21,0.598416388,,,0.158991739,,,0.356794864,0.289669931,11.40010738,,,0.258853018,,,,1
1978-04-24,0.61073643,,,0.161452994,,,0.371259391,0.29507181,11.36380482,,,0.267233253,,,,1
1978-04-25,0.607216477,,,0.16637522,,,0.358402103,0.29979825,11.40010738,,,0.271888912,,,,1
1978-04-26,0.61073643,,,0.16588299,,,0.364830822,0.29979825,11.32749557,,,0.279337645,,,,1
1978-04-27,0.603696406,,,0.16539079,,,0.363223523,0.299122959,11.32749557,,,0.273750991,,,,1
1978-04-28,0.612496436,,,0.17080529,,,0.36965248,0.301824033,11.47272778,,,0.279337645,,,,1
1978-05-01,0.619537055,,,0.173266515,,,0.373238117,0.3052001,11.50903416,,,0.282131165,,,,1
1978-05-02,0.63009727,,,0.171789929,,,0.365089059,0.308576047,11.545331,,,0.277475506,,,,1
1978-05-03,0.619537055,,,0.172282085,,,0.355309665,0.309926599,11.58163452,,,0.271888912,,,,1
1978-05-04,0.608855784,,,0.174251065,,,0.352049857,0.301824033,11.617939,,,0.268164366,,,,1
1978-05-05,0.610635877,,,0.171789929,,,0.352049857,0.297097355,11.58163452,,,0.270026654,,,,1
1978-05-08,0.610635877,,,0.17129758,,,0.347160459,0.293046206,11.65424824,,,0.268164366,,,,1
1978-05-09,0.603514612,,,0.172282085,,,0.350420237,0.28899464,11.58163452,,,0.268164366,,,,1
1978-05-10,0.598174095,,,0.17129758,,,0.34553051,0.28899464,11.617939,,,0.269095391,,,,1
1978-05-11,0.605295241,,,0.17129758,,,0.352049857,0.294396579,11.65424824,,,0.277475506,,,,1
1978-05-12,0.612416089,,,0.17129758,,,0.355309665,0.300473601,11.8357811,,,0.286786824,,,,1
